site,plot,date,observer,start_time,transectID,position,herb,wood,litter,bare,rocky,canopy,automatic_sum,notes,year,season,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,27,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,30,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,33,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,36,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,39,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,42,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,9:58,QL2,45,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Meadow Pond,6/25/2023,EAL,10:27,QL2,48,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,0,10,0,5,1,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,3,11,0,3,2,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,6,10.5,0,3,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,9,9,0,3,4,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,12,15,0,0.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,15,11,0,2,3,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,18,10.5,0,3,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,21,6,0,3,7,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,24,4,0,2,10,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,27,4,0,3,9,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,30,6.5,0,1.5,8,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,33,5,0,3,8,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,36,7,0,5.5,3.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,39,5,0,6,5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,42,11.5,0,1,3.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:23,QL1,45,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:48,QL1,48,6,0,7,3,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:51,CENTER,0,8,0,2,6,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:51,CENTER,3,8,0,4,4,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:51,CENTER,6,8,0,3,5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:51,CENTER,9,8,0,4,4,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,17:51,CENTER,12,6.5,0,7,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:00,CENTER,15,10,0,4,2,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,18,8,0,3,5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,21,9,0,6,1,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,24,6,0,3,7,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,27,6,0,7,3,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,30,11,0,2,3,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,33,7,0,0,9,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,36,9,0,2,5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,39,9,0,2,5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,42,7,0,2.5,6.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,18:40,CENTER,45,7,0,6.5,2.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:00,CENTER,48,8.5,0,3.5,4,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,0,10,0,5,1,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,3,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,6,13.5,0,1.5,1,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,9,10,0,2,4,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,12,10,0,3,3,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,15,7,0,1,8,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,18,8,0,0,8,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,21,7,0,2,7,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,24,8,0,2,6,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,27,4,0,2,10,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,30,3.5,0,2,10.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,33,1.5,0,0.5,13.5,0.5,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,36,4.5,0,0,9.5,2,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,39,8,0,1,6,1,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,42,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:12,QL2,45,9.5,0,2,4.5,0,0,16,,2023,summer,,,,,,,,,,,
Hagerman,Crow Hill,6/25/2023,EAL,19:28,QL2,48,8,0,3,5,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,0,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,3,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,6,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,9,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,12,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,15,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,18,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,21,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,24,2,0,14,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,27,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,30,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,33,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,36,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,39,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,42,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,9:49,QL1,45,11.5,0,4.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:17,QL1,48,15.5,0,0.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,0,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,3,16,0,0,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,6,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,9,5,0.5,10.5,0,0,0,16,woody = dead smilax,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,12,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,15,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,18,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,21,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,24,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,27,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,30,7,0,9,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,33,10.5,0,5.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,36,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,39,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,42,14,0,2,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:20,CENTER,45,7.5,0,8.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,10:58,CENTER,48,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,3,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,6,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,9,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,15,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,18,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,21,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,27,4,0,11.5,0.5,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,30,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,33,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,36,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,39,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,42,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,45,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,East,6/24/2023,EAL,11:03,QL2,48,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,0,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,3,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,6,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,9,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,15,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,18,6.5,0,9.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,24,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,27,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,30,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,33,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,36,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,39,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,42,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,9:45,QL1,45,15.5,0,0.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:15,QL1,48,16,0,0,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,0,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,3,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,6,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,9,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,12,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,15,10,0,4,2,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,18,9,0,7,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,21,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,27,9.5,0,6.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,30,8.5,0,7,0.5,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,33,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,36,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,39,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,42,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:19,CENTER,45,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,10:45,CENTER,48,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,3,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,6,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,9,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,12,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,15,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,18,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,21,9,0,5,2,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,24,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,27,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,30,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,33,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,36,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,39,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,42,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,45,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Highway,6/23/2023,EAL,14:03,QL2,48,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,0,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,3,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,6,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,9,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,12,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,15,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,18,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,21,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,24,6,0,10,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,27,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,30,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,33,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,36,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,39,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,42,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,45,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,12:43,QL1,48,1.5,0,14.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,0,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,3,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,6,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,9,12.5,0,3.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,12,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,15,2.5,0,13.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,18,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,21,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,24,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,27,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,30,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,33,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,36,8,0,8,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,39,10,0,6,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,42,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,45,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:21,CENTER,48,12,0,4,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,0,11,0,5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,3,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,6,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,9,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,12,3.5,0,12.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,15,3,0,13,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,18,2,0,14,0,0,3,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,21,4,0,12,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,24,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,27,13,0,3,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,30,5,0,11,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,33,5.5,0,10.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,36,4.5,0,11.5,0,0,0,16,,2023,summer,,,,,,,,,,,
CrossTimbers,Middle,6/24/2023,EAL,13:58,QL2,39,6,0,9,1,0,0,16,,2023,summer,,,,,,,,,,,
