site,plot,date,observer,start_time,activity,participants,temp_F,wind_km_h,Clouds_pct,humidity_pct,notes,year,season,
Davis,Middlenew,6/26/2019,S. Wilhelm,7:50,Milkweed transects,,,,,,,2019,summer,
Davis,Middlenew,6/26/2019,S. Wilhelm,9:00,AM Netting,"H. Niland, S. Wilhelm, E. Lopez, E. Lichtenberg",26.8,3.3,5%,76.70%,,2019,summer,
Davis,Cedarsnew,6/26/2019,S. Wilhelm,10:06,AM Netting,"H. Niland, S. Wilhelm, E. Lopez, E. Lichtenberg",27.4,8.9,5%,67.60%,,2019,summer,
Davis,Middlenew,6/26/2019,S. Wilhelm,12:56,PM Netting,"H. Niland, S. Wilhelm, E. Lopez, E. Lichtenberg",32.4,5,50%,61.80%,,2019,summer,
Davis,Cedarsnew,6/26/2019,S. Wilhelm,14:08,PM Netting,"H. Niland, S. Wilhelm, E. Lopez, E. Lichtenberg",35.3,5.4,60%,57.30%,,2019,summer,
Davis,Cedarsnew,6/26/2019,S. Wilhelm,14:42,Bee bowls up,H. Niland,34.4,3.5,60%,61.80%,,2019,summer,
Davis,Middlenew,6/26/2019,S. Wilhelm,15:04,Bee bowls up,"S. Wilhelm, E. Lopez",33.9,4.4,65%,62.40%,,2019,summer,
Davis,Townnew,6/27/2019,"W. Behr, K. Simpson",6:48,Veg transects,,,,,,,2019,summer,
Davis,Townnew,6/27/2019,S. Wilhelm,7:20,Bee bowls down,"S. Wilhelm, E. Lopez, H. Niland",23.1,1.8,0%,85.80%,,2019,summer,
Davis,Townnew,6/27/2019,S. Wilhelm,7:57,Milkweed transects,,,,,,,2019,summer,
Davis,Cedarsnew,6/27/2019,S. Wilhelm,9:00,Milkweed transects,,,,,,,2019,summer,
Davis,Middlenew,6/27/2019,"W. Behr, K. Simpson",9:42,Veg transects,,,,,,,2019,summer,
Davis,Townnew,6/27/2019,S. Wilhelm,9:54,AM Netting,"S. Wilhelm, E. Lopez, H. Niland, E. Lichtnberg",29.2,1.5,0%,74.60%,,2019,summer,
Davis,Cedarsnew,6/27/2019,"W. Behr, K. Simpson",11:40,Veg transects,,,,,,,2019,summer,
Davis,Townnew,6/27/2019,S. Wilhelm,14:03,PM Netting,"S. Wilhelm, E. Lopez, H. Niland, E. Lichtnberg",33.7,3.8,60%,58.00%,,2019,summer,
Davis,Townnew,6/27/2019,S. Wilhelm,14:35,Bee bowls up,"S. Wilhelm, E. Lopez",34.9,2.6,55%,57.59%,,2019,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,8:31,Bee bowls down,E. Lichtenberg,78.44,6.5,85,81.7,no bees,2018,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,9:07,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",81.5,17.1,50,76.6,,2018,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,10:19,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,9:43,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,13:05,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",93.74,6.7,5,50,,2018,summer,
Stillhouse,Dana Peak,6/7/2018,S. Wilhelm,15:16,Bee bowls up,"E. Lichtenberg, S. Wilhelm, K. Wynne",100.76,14.3,5,39.5,,2018,summer,
Stillhouse,50 Acres,6/8/2018,S. Wilhelm,8:28,Bee bowls down,"E. Lichtenberg, S. Wilhelm",81.5,6.3,80,75.1,,2018,summer,
Stillhouse,50 Acres,6/8/2018,S. Wilhelm,9:00,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",83.66,4.7,85,69.8,,2018,summer,
Stillhouse,50 Acres,6/8/2018,S. Wilhelm,13:18,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",97.7,13.4,15,38,,2018,summer,
Stillhouse,50 Acres,6/8/2018,S. Wilhelm,15:15,Bee bowls up,"E. Lopez, K. Wynne",97.52,14.3,40,40.6,,2018,summer,
Stillhouse,WMA5,6/9/2018,S. Wilhelm,8:17,Bee bowls down,"E. Lichtenberg, E. Lopez",81.32,3,35,78.8,,2018,summer,
Stillhouse,WMA5,6/9/2018,S. Wilhelm,9:10,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",86.18,5.3,45,63,,2018,summer,
Stillhouse,WMA5,6/9/2018,S. Wilhelm,13:05,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",94.64,6.3,45,48,,2018,summer,
Stillhouse,WMA5,6/9/2018,S. Wilhelm,15:15,Bee bowls up,"E. Lichtenberg, E. Lopez, K. Wynne",99.5,5.6,50,36.4,,2018,summer,
Stillhouse,Dana Peak,6/8/2018,"E. Lichtenberg, K. Wynne",10:28,Milkweed transects,"E. Lichtenberg, K. Wynne",,,,,,2018,summer,
Stillhouse,50 Acres,6/8/2018,"E. Lichtenberg, K. Wynne",10:32,Milkweed transects,"E. Lichtenberg, K. Wynne",,,,,,2018,summer,
Stillhouse,WMA5,6/9/2018,"E. Lichtenberg, K. Wynne",10:08,Milkweed transects,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",,,,,,2018,summer,
Stillhouse,Dana Peak,6/7/2018,"W. Behr, K. Simpson",9:43,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Stillhouse,WMA5,6/8/2018,"W. Behr, K. Simpson",8:40,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Stillhouse,50 Acres,6/8/2018,"W. Behr, K. Simpson",11:38,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Waco,Area 111,6/11/2018,S. Wilhelm,7:10,Bee bowls down,"E. Lichtenberg. E. Lopez, S. Wilhelm",78.8,5.6,80,82.3,,2018,summer,
Waco,Area 111,6/11/2018,S. Wilhelm,7:56,Milkweed transects,"S. Wilhelm, K. Wynne",,,,,,2018,summer,
Waco,Area 52,6/11/2018,S. Wilhelm,8:05,Bee bowls down,"E. Lichtenberg, E. Lopez",81.86,15.5,95,74.6,,2018,summer,
Waco,Area 52,6/11/2018,S. Wilhelm,9:35,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",85.46,7.5,85,60.8,,2018,summer,
Waco,Area 111,6/11/2018,S. Wilhelm,10:36,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",85.82,9,95,63.3,,2018,summer,
Waco,Area 52,6/11/2018,S. Wilhelm,12:31,Milkweed transects,"S. Wilhelm, K. Wynne",,,,,,2018,summer,
Waco,Area 52,6/11/2018,S. Wilhelm,13:25,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",96.98,8.2,20,44.4,,2018,summer,
Waco,Area 111,6/11/2018,S. Wilhelm,14:33,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",98.96,5.6,30,43.1,,2018,summer,
Waco,Area 111,6/11/2018,S. Wilhelm,15:07,Bee bowls up,"E. Lichtenberg, E. Lopez, S. Wilhelm",100.04,6.2,60,35.9,,2018,summer,
Waco,Area 12,6/11/2018,S. Wilhelm,15:45,Bee bowls up,"S. Wilhelm, K. Wynne",101.84,4.2,40,54.5,,2018,summer,
Waco,Area 12,6/12/2018,S. Wilhelm,7:05,Bee bowls down,"E. Lichtenberg, E. Lopez, S. Wilhelm",79.7,3.8,10,80.2,,2018,summer,
Waco,Area 48,6/12/2018,S. Wilhelm,7:40,Bee bowls down,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",83.84,3.4,45,77.3,,2018,summer,
Waco,Area 48,6/12/2018,S. Wilhelm,8:30,Milkweed transects,"S. Wilhelm, K. Wynne",,,,,,2018,summer,
Waco,Area 48,6/12/2018,S. Wilhelm,9:05,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",84.38,6.5,50,78.2,,2018,summer,
Waco,Area 12,6/12/2018,S. Wilhelm,10:17,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",90.32,6,60,64.3,,2018,summer,
Waco,Area 12,6/12/2018,S. Wilhelm,10:54,Milkweed transects,"E. Lopez, K. Wynne",,,,,,2018,summer,
Waco,Area 48,6/12/2018,S. Wilhelm,13:05,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",91.04,3.2,50,51.2,,2018,summer,
Waco,Area 12,6/12/2018,S. Wilhelm,14:06,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",97.7,6.5,50,42.1,,2018,summer,
Waco,Area 12,6/12/2018,S. Wilhelm,14:40,Bee bowls up,"E. Lopez, S. Wilhelm",99.32,3,75,43.4,,2018,summer,
Waco,Area 48,6/12/2018,S. Wilhelm,15:13,Bee bowls up,"E. Lopez, S. Wilhelm",101.12,2.4,45,44.2,,2018,summer,
Waco,Area 12,6/11/2018,"W. Behr, K. Simpson",10:13,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Waco,Area 48,6/11/2018,"W. Behr, K. Simpson",12:45,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Waco,Area 111,6/12/2018,"W. Behr, K. Simpson",6:49,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Waco,Area 52,6/12/2018,"W. Behr, K. Simpson",8:18,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Whitney,Woods,6/13/2018,S. Wilhelm,7:21,Bee bowls down,"E. Lopez, S. Wilhelm",78.62,2.1,75,82,,2018,summer,
Whitney,Flood,6/13/2018,S. Wilhelm,8:09,Bee bowls down,"E. Lopez, S. Wilhelm",82.22,2.2,75,91.6,,2018,summer,
Whitney,Flood,6/13/2018,S. Wilhelm,9:00,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",84.56,8.3,50,74.6,,2018,summer,
Whitney,Woods,6/13/2018,S. Wilhelm,10:18,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",93.92,4.5,35,49.5,,2018,summer,
Whitney,Woods,6/13/2018,S. Wilhelm,7:25,Milkweed transects,"E. Lichtenberg, E. Lopez",,,,,,2018,summer,
Whitney,Flood,6/13/2018,S. Wilhelm,8:17,Milkweed transects,"E. Lichtenberg, E. Lopez",,,,,,2018,summer,
Whitney,Flood,6/13/2018,S. Wilhelm,13:03,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",98.24,2.7,40,41.6,,2018,summer,
Whitney,Woods,6/13/2018,S. Wilhelm,14:10,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",93.56,3.4,45,41.7,,2018,summer,
Whitney,Woods,6/13/2018,S. Wilhelm,14:40,Bee bowls up,"S. Wilhelm, K. Wynne",98.96,1.4,40,42.9,,2018,summer,
Whitney,Flood,6/13/2018,S. Wilhelm,15:05,Bee bowls up,"S. Wilhelm, K. Wynne",100.04,1.2,40,42.9,,2018,summer,
Whitney,50 Acres,6/14/2018,S. Wilhelm,7:11,Bee bowls down,"E. Lopez, S. Wilhelm",75.74,1.5,5,73.9,,2018,summer,
Whitney,Main,6/14/2018,S. Wilhelm,8:00,Bee bowls down,"E. Lopez, S. Wilhelm, K. Wynne",83.48,1.4,5,67.9,,2018,summer,
Whitney,Main,6/14/2018,S. Wilhelm,8:22,Milkweed transects,"S. Wilhelm, K. Wynne",,,,,,2018,summer,
Whitney,50 Acres,6/14/2018,S. Wilhelm,7:10,Milkweed transects,"E. Lichtenberg, K. Wynne",,,,,,2018,summer,
Whitney,Main,6/14/2018,S. Wilhelm,9:02,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",85.46,2.2,0,66.8,,2018,summer,
Whitney,50 Acre,6/14/2018,S. Wilhelm,10:12,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",91.4,0.2,5,52.5,,2018,summer,
Whitney,Main,6/14/2018,S. Wilhelm,13:07,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",95.9,4.2,10,42.4,,2018,summer,
Whitney,50 Acres,6/14/2018,S. Wilhelm,14:15,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",99.68,4.4,40,52.7,,2018,summer,
Whitney,50 Acres,6/14/2018,S. Wilhelm,14:50,Bee bowls up,"E. Lichtenberg, K. Wynne",98.78,10.2,45,35.7,,2018,summer,
Whitney,Main,6/14/2018,S. Wilhelm,15:34,Bee bowls up,"E. Lopez, S. Wilhelm",100.76,1.5,50,34.3,,2018,summer,
Whitney,50 Acres,6/13/2018,"W. Behr, K. Simpson",10:20,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Whitney,Main,6/13/2018,"W. Behr, K. Simpson",11:20,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Whitney,Flood,6/14/2018,"W. Behr, K. Simpson",8:20,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Whitney,Woods,6/14/2018,"W. Behr, K. Simpson",12:37,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Wagley,House,6/16/2018,S. Wilhelm,7:40,Bee bowls down,"E. Lopez, S. Wilhelm, K. Wynne",77.9,3.7,5,73.4,,2018,summer,
Wagley,Food,6/16/2018,S. Wilhelm,8:27,Bee bowls down,"S. Wilhelm, K. Wynne",79.52,4.5,15,87.2,,2018,summer,
Wagley,Food,6/16/2018,S. Wilhelm,9:06,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",82.4,5.6,20,67.9,,2018,summer,
Wagley,House,6/16/2018,S. Wilhelm,10:16,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",86.18,7.1,40,55.6,,2018,summer,
Wagley,Food,6/16/2018,S. Wilhelm,8:42,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2018,summer,
Wagley,House,6/16/2018,S. Wilhelm,11:15,Milkweed transects,"E. Lopez, S. Wilhelm, K. Wynne",,,,,,2018,summer,
Wagley,Food,6/16/2018,S. Wilhelm,13:05,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",96.08,3.4,50,38.4,,2018,summer,
Wagley,House,6/16/2018,S. Wilhelm,14:17,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",95.18,3.4,65,40.4,,2018,summer,
Wagley,House,6/16/2018,S. Wilhelm,14:50,Bee bowls up,"E. Lichtenberg, S. Wilhelm",96.08,5.6,70,40.8,,2018,summer,
Wagley,Food,6/16/2018,S. Wilhelm,15:10,Bee bowls up,"E. Lopez, S. Wilhelm",98.42,6.2,60,40.2,,2018,summer,
Wagley,Airstrip,6/17/2018,S. Wilhelm,7:35,Bee bowls down,"E. Lichtenberg, E. Lopez, S. Wilhelm",79.16,1.6,5,74.2,,2018,summer,
Wagley,Water Trap,6/17/2018,S. Wilhelm,8:07,Bee bowls down,"E. Lopez, S. Wilhelm",81.86,2.1,15,66.8,,2018,summer,
Wagley,Water Trap,6/17/2018,S. Wilhelm,8:23,Milkweed transects,"E. Lopez, S. Wilhelm",,,,,,2018,summer,
Wagley,Water Trap,6/17/2018,S. Wilhelm,9:04,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",87.44,1.4,40,63.3,,2018,summer,
Wagley,Airstrip,6/17/2018,S. Wilhelm,10:16,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",86.36,9.8,80,58.2,,2018,summer,
Wagley,Airstrip,6/16/2018,S. Wilhelm,14:02,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Wagley,Water Trap,6/17/2018,S. Wilhelm,13:04,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",89.78,10.3,90,44.7,,2018,summer,
Wagley,Airstrip,6/17/2018,S. Wilhelm,14:15,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",95.9,10.5,50,41.6,,2018,summer,
Wagley,Airstrip,6/17/2018,S. Wilhelm,14:46,Bee bowls up,"E. Lopez, S. Wilhelm",98.42,2.7,40,39.5,,2018,summer,
Wagley,Water Trap,6/17/2018,S. Wilhelm,15:14,Bee bowls up,"E. Lopez, S. Wilhelm",99.5,4.3,50,38.4,,2018,summer,
Wagley,Water Trap,6/16/2018,"W. Behr, K. Simpson",6:56,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Wagley,Airstrip,6/16/2018,"W. Behr, K. Simpson",8:55,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Wagley,Food,6/17/2018,"W. Behr, K. Simpson",6:54,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Wagley,House,6/17/2018,"W. Behr, K. Simpson",8:40,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Middle,6/18/2018,S. Wilhelm,7:45,Bee bowls down,"E. Lopez, S. Wilhelm",78.08,2.7,90,83.6,,2018,summer,
Clay,Brushy,6/18/2018,S. Wilhelm,8:14,Bee bowls down,"E. Lopez, S. Wilhelm",81.86,5.6,50,78,,2018,summer,
Clay,Brushy,6/18/2018,S. Wilhelm,9:08,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",86,1.3,35,70.4,,2018,summer,
Clay,Middle,6/18/2018,S. Wilhelm,10:31,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",89.96,1.6,65,63.3,,2018,summer,
Clay,Middle,6/18/2018,S. Wilhelm,7:54,Milkweed transect,"S. Wilhelm, K. Wynne",,,,,,2018,summer,
Clay,Brushy,6/18/2018,S. Wilhelm,8:41,Milkweed transect,K. Wynne,,,,,,2018,summer,
Clay,Brushy,6/18/2018,S. Wilhelm,12:43,Milkweed,K. Wynne,,,,,,2018,summer,
Clay,Middle,6/18/2018,S. Wilhelm,14:10,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",91.76,7,50,49.9,,2018,summer,
Clay,Brushy,6/18/2018,S. Wilhelm,15:30,Bee bowls up,"E. Lopez, S. Wilhelm",92.48,12.2,45,52.3,,2018,summer,
Clay,Middle,6/18/2018,S. Wilhelm,14:58,Bee bowls up,"E. Lopez, K. Wynne",90.86,13.5,40,47,,2018,summer,
Clay,Gate,6/19/2018,S. Wilhelm,7:17,Bee bowls down,"E. Lopez, S. Wilhelm",75.92,3.2,95,81,,2018,summer,
Clay,Deer,6/19/2018,S. Wilhelm,7:40,Bee bowls down,"E. Lopez, S. Wilhelm",77.54,3.6,100,84,,2018,summer,
Clay,Gate,6/19/2018,S. Wilhelm,9:02,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",80.06,4.2,95,68.2,,2018,summer,
Clay,Deer,6/19/2018,S. Wilhelm,10:17,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",86.18,2.7,95,62.1,,2018,summer,
Clay,Gate,6/19/2018,S. Wilhelm,13:08,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",89.6,3.8,95,54.9,,2018,summer,
Clay,Deer,6/19/2018,S. Wilhelm,14:31,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",91.04,2.3,75,50.8,,2018,summer,
Clay,Deer,6/19/2018,S. Wilhelm,15:20,Bee bowls up,"E. Lopez, S. Wilhelm, K. Wynne",90.32,5.8,65,54.3,,2018,summer,
Clay,Gate,6/19/2018,S. Wilhelm,15:34,Bee bowls up,"E. Lopez, S. Wilhelm, K. Wynne",89.6,3.4,65,55.6,,2018,summer,
Clay,Gate,6/18/2018,S. Wilhelm,7:46,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Deer,6/18/2018,S. Wilhelm,9:37,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Middle,6/18/2018,"W. Behr, K. Simpson",7:54,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Brushy,6/18/2018,"W. Behr, K. Simpson",8:41,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Brushy,6/17/2018,"W. Behr, K. Simpson",10:35,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Middle,6/17/2018,"W. Behr, K. Simpson",13:02,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Gate,6/18/2018,"W. Behr, K. Simpson",6:50,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Clay,Deer,6/18/2018,"W. Behr, K. Simpson",8:16,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Cactus,6/20/2018,S. Wilhelm,7:03,Bee bowls down,"E. Lopez, S. Wilhelm, K. Wynne",76.28,0,95,78.7,,2018,summer,
Crow,Cattle,6/20/2018,S. Wilhelm,7:31,Bee bowls down,"E. Lopez, S. Wilhelm, K. Wynne",78.26,0,100,77.4,,2018,summer,
Crow,Cactus,6/20/2018,S. Wilhelm,9:00,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",83.84,0,100,68.9,"stopped 9:22, resumed 9:52",2018,summer,
Crow,Cactus,6/20/2018,S. Wilhelm,13:06,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",90.14,1.2,35,56.5,10 minutes at Cactus at 11:47,2018,summer,
Crow,Cattle,6/20/2018,S. Wilhelm,14:28,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",94.64,2.6,35,53.3,,2018,summer,
Crow,Cattle,6/20/2018,S. Wilhelm,15:17,Bee bowls up,"E. Lopez, K. Wynne",96.62,1.7,45,50.2,,2018,summer,
Crow,Cactus,6/20/2018,S. Wilhelm,15:33,Bee bowls up,"E. Lopez, K. Wynne",94.28,0,45,46.2,,2018,summer,
Crow,Gas,6/21/2018,S. Wilhelm,7:05,Bee bowls down,"E. Lopez, S. Wilhelm",79.52,0,0,73.8,,2018,summer,
Crow,Hill,6/21/2018,S. Wilhelm,7:45,Bee bowls down,"E. Lopez, S. Wilhelm",80.6,1.6,0,74.1,,2018,summer,
Crow,Gas,6/21/2018,S. Wilhelm,9:02,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",86.36,1.7,0,61.8,,2018,summer,
Crow,Hill,6/21/2018,S. Wilhelm,10:26,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",89.6,4.3,15,52.8,,2018,summer,
Crow,Gas,6/21/2018,S. Wilhelm,13:00,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",96.44,1.4,45,38.7,,2018,summer,
Crow,Hill,6/21/2018,S. Wilhelm,14:21,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",99.5,2.6,45,32.4,,2018,summer,
Crow,Hill,6/21/2018,S. Wilhelm,14:53,Bee bowls up,"E. Lopez, K. Wynne",104.18,2,40,29.7,,2018,summer,
Crow,Gas,6/22/2018,S. Wilhelm,15:10,Bee bowls up,"E. Lopez, S. Wilhelm",103.64,1.4,35,27.6,,2018,summer,
Crow,Cattle,6/22/2018,S. Wilhelm,9:04,Bee bowls down,"E. Lopez, S. Wilhelm",88.16,4.2,10,55.5,,2018,summer,
Crow,Cactus,6/22/2018,S. Wilhelm,9:24,Bee bowls down,"E. Lopez, S. Wilhelm",88.88,6.3,25,54.1,,2018,summer,
Crow,Cattle,6/22/2018,S. Wilhelm,9:50,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",90.5,6.8,25,53.6,,2018,summer,
Crow,Cattle,6/22/2018,S. Wilhelm,10:39,Bee bowls up,"E. Lopez, K. Wynne",93.92,4,10,44.8,,2018,summer,
Crow,Cactus,6/22/2018,S. Wilhelm,10:56,Bee bowls up,"E. Lopez, K. Wynne",94.1,1.7,10,47.6,,2018,summer,
Crow,Cactus,6/19/2018,"W. Behr, K. Simpson",11:10,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Cattle,6/19/2018,"W. Behr, K. Simpson",13:52,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Hill,6/20/2018,"W. Behr, K. Simpson",12:27,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Gas,6/20/2018,"W. Behr, K. Simpson",9:50,Milkweed transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Cactus,6/19/2018,"W. Behr, K. Simpson",9:21,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Cattle,6/19/2018,"W. Behr, K. Simpson",13:05,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Gas,6/20/2018,"W. Behr, K. Simpson",6:58,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Crow,Hill,6/20/2018,"W. Behr, K. Simpson",11:32,Veg transects,"W. Behr, K. Simpson",,,,,,2018,summer,
Lewisville,Westlake,6/23/2018,S. Wilhelm,7:30,Bee bowls Down,"E. Lopez, S. Wilhelm, K. Wynne",80.42,2.3,100,68.7,,2018,summer,
Lewisville,Westlake,6/23/2018,S. Wilhelm,9:04,AM netting,"E. Lopez, S. Wilhelm, K. Wynne",79.88,1.3,100,70.5,,2018,summer,
Lewisville,Westlake,6/23/2018,S. Wilhelm,13:07,PM netting,"E. Lopez, S. Wilhelm, K. Wynne",90.68,4.5,20,74.8,,2018,summer,
Lewisville,Westlake,6/23/2018,S. Wilhelm,14:45,Bee bowls up,"E. Lopez, K. Wynne",94.28,2,80,60.8,,2018,summer,
Lewisville,Dam,6/24/2018,S. Wilhelm,7:24,Bee bowls down,"E. Lopez, S. Wilhelm",83.12,5.1,100,68.6,,2018,summer,
Lewisville,Dam,6/24/2018,S. Wilhelm,9:04,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",84.2,2.3,85,66.3,,2018,summer,
Lewisville,Dam,6/24/2018,S. Wilhelm,13:05,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",96.26,8.7,20,52.8,,2018,summer,
Lewisville,Dam,6/24/2018,S. Wilhelm,14:25,Bee bowls up,"E. Lichtenberg, K. Wynne",97.7,16,15,42.8,,2018,summer,
Lewisville,Airfield,6/25/2018,S. Wilhelm,7:21,Bee bowls down,"E. Lopez, S. Wilhelm",74.84,3.8,80,79,,2018,summer,
Lewisville,Oakland,6/25/2018,S. Wilhelm,7:50,Bee bowls down,"E. Lopez, S. Wilhelm",75.74,10.3,60,72.7,,2018,summer,
Lewisville,Oakland,6/25/2018,S. Wilhelm,9:00,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",79.16,2.5,15,66.8,,2018,summer,
Lewisville,Airfield,6/25/2018,S. Wilhelm,10:00,AM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",85.46,2.4,25,60.8,,2018,summer,
Lewisville,Oakland,6/25/2018,S. Wilhelm,13:00,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",92.66,3.2,55,56.4,,2018,summer,
Lewisville,Airfield,6/25/2018,S. Wilhelm,14:00,PM netting,"E. Lichtenberg, E. Lopez, S. Wilhelm, K. Wynne",93.74,9.8,45,53.9,,2018,summer,
Lewisville,Airfield,6/25/2018,S. Wilhelm,14:31,Bee bowls up,"E. Lichtenberg, S. Wilhelm",96.26,6.7,45,46.9,,2018,summer,
Lewisville,Oakland,6/25/2018,S. Wilhelm,15:00,Bee bowls up,"E. Lopez, S. Wilhelm",97.16,5.8,35,46.7,,2018,summer,
Lewisville,Westlake,6/23/2018,K. Wynne,7:51,Milkweed transects,K. Wynne,,,,,,2018,summer,
Lewisville,Dam,6/24/2018,"E. Lichtenberg, S. Wilhelm",7:38,Milkweed transects,"E. Lichtenberg, S. Wilhelm",,,,,,2018,summer,
